NoRequire,RegexSize,NM,ConstCost,SS,ConstCostCC,NoSkip,SSNC,SS_STD,LensSize,FC,BSNC,BS,Test,NMCC
0.24804306030273438,5396,0.050203800201416016,0.050688982009887695,0.23413580656051636,0.08860301971435547,0.19931507110595703,0.3513579487800598,0.024365366859647457,9001,0.08430194854736328,0.2549380660057068,0.20206750631332399,augeas/automaster,0.04782819747924805
0.14970803260803223,2814,0.04861307144165039,0.04184389114379883,0.1443847417831421,0.04971885681152344,0.1407020092010498,0.1418482780456543,0.005745773970943426,1538,0.04394197463989258,[-1],0.12540944814682006,augeas/aptprefs,0.04505014419555664
0.0883171558380127,2316,0.08230400085449219,0.046317100524902344,0.09092578887939454,0.04860091209411621,0.09153890609741211,0.08596640825271606,0.014288305766010064,1207,0.0497591495513916,0.08758351802825928,0.08712692260742187,augeas/afs-cellalias,0.04757499694824219
0.14989590644836426,3138,0.04397392272949219,0.04987382888793945,10.500442826747895,0.04942488670349121,10.556616067886353,[-1],0.03884507972724196,3736,0.04753708839416504,[-1],8.91069769859314,augeas/anacron,0.05012202262878418
0.1384580135345459,22448,1.1105291843414307,1.1073260307312012,20.796792471408843,20.931113958358765,20.847184896469116,[-1],0.10938207173947924,56889,36.321123123168945,[-1],9.647967839241028,augeas/xml-synth,1.0388948917388916
0.14264297485351562,4764,0.049009084701538086,0.049989938735961914,0.144050133228302,0.05085110664367676,0.14627909660339355,0.14371174573898315,0.0037745836528162496,2510,0.04476189613342285,[-1],0.14418860673904418,augeas/aptconf,0.04875302314758301
0.1343221664428711,3206,1.1125268936157227,1.1176371574401855,1.1006933093070983,1.0980510711669922,1.1033828258514404,1.070971393585205,0.017158096364080628,2701,2.0794901847839355,0.5018345594406128,0.5300508141517639,augeas/xml-l1,1.0416579246520996
0.17827296257019043,1246,0.07736086845397949,0.04651999473571777,0.0865699291229248,0.050788164138793945,0.08921504020690918,0.1447462558746338,0.003260484884809238,668,0.07374286651611328,0.14213960170745848,0.0870054006576538,augeas/approx,0.04967212677001953
0.1418159008026123,2246,0.04984402656555176,0.0820000171661377,0.14363945722579957,0.05079984664916992,0.13909196853637695,0.14269274473190308,0.012349524499762324,1229,0.047032833099365234,[-1],0.1445166826248169,augeas/hosts,0.043344974517822266
0.14165306091308594,2954,0.04794716835021973,0.0454099178314209,0.1438741683959961,0.04744911193847656,0.14368796348571777,0.1422780990600586,0.004519664979500248,1547,0.04547691345214844,0.093995201587677,0.12745819091796876,augeas/backuppchosts,0.04770207405090332
0.14375996589660645,1414,0.04664206504821777,0.04592084884643555,0.11802554130554199,0.04495811462402344,0.14426898956298828,0.08736728429794312,0.025121597591973986,736,0.04956507682800293,0.08820760250091553,0.09932303428649902,augeas/chrony,0.04610085487365723
0.08969998359680176,1848,0.04918718338012695,0.0812530517578125,0.08818442821502685,0.0512540340423584,0.09203410148620605,0.08792400360107422,0.0032541550457601065,986,0.04934406280517578,0.08785798549652099,0.08696964979171753,augeas/alias,0.047962188720703125
0.2571718692779541,2338,0.04674696922302246,0.07766413688659668,0.25256248712539675,0.04754281044006348,0.20599102973937988,0.1550205111503601,0.011896095526076582,4429,0.04091501235961914,[-1],0.19976872205734253,augeas/auth-keys,0.051123857498168945
0.08325386047363281,842,0.07828402519226074,0.04762721061706543,0.06602774858474732,0.08347201347351074,0.08179807662963867,0.056613361835479735,0.015432322662389177,446,0.04519200325012207,0.05542045831680298,0.056944406032562254,flash-fill/extr-num,0.04762983322143555
1.010864019393921,900,1.030116081237793,1.8994381427764893,1.0427507281303405,1.0499467849731445,1.0056641101837158,0.9973338127136231,0.01897156516022635,943,2.0515739917755127,0.941159975528717,0.9730370044708252,flash-fill/extr-fname,1.0496258735656738
0.04988408088684082,510,0.0467679500579834,0.08191299438476562,0.05401288270950318,0.04958295822143555,0.04985499382019043,0.05829557180404663,0.013944633334313618,269,0.04375195503234863,0.05201750993728638,0.05228666067123413,flash-fill/extr-quant,0.04890298843383789
1.9615139961242676,683,1.9694499969482422,2.8052051067352295,1.961161160469055,1.9265029430389404,1.886918067932129,1.8903096079826356,0.01656971834622478,942,2.960941791534424,0.8343464493751526,0.8883648991584778,flash-fill/extr-fname-err,1.9800050258636475
