NoRequire,RegexSize,NM,ConstCost,SS,ConstCostCC,NoSkip,SSNC,SS_STD,LensSize,FC,BSNC,BS,Test,NMCC
0.13419389724731445,3651,0.07624578475952148,0.0789790153503418,0.12893011569976806,0.07549619674682617,0.1290419101715088,0.13043503761291503,0.0031352327484212234,1793,0.07682919502258301,0.13130887746810913,0.1308825731277466,augeas/cgrules,0.04232978820800781
0.23880386352539062,9530,0.0714261531829834,0.07263517379760742,0.2488490104675293,0.042546987533569336,0.23660516738891602,4.246934223175049,0.026968995737647782,5021,0.04022717475891113,[-1],0.23545360565185547,augeas/aptconf-l1,0.043663978576660156
0.18090105056762695,2882,0.07687687873840332,0.07581400871276855,0.18161035776138307,0.07302999496459961,0.18335700035095215,0.18071173429489135,0.010704737273479101,1291,0.0762779712677002,0.1395129680633545,0.16338255405426025,augeas/access,0.07878303527832031
0.0788419246673584,1106,0.0763552188873291,0.07844781875610352,0.08288542032241822,0.07657122611999512,0.07735800743103027,0.10733706951141357,0.016917800165246785,615,0.07889008522033691,0.07729974985122681,0.07712481021881104,augeas/apt-upd-mgr,0.07832598686218262
0.23400497436523438,5396,0.07681918144226074,0.042591094970703125,0.23547835350036622,0.07290506362915039,0.24112796783447266,0.3408320426940918,0.0033522816769379796,9001,0.07533407211303711,0.2634925603866577,0.18225024938583373,augeas/automaster,0.04284811019897461
0.13175106048583984,2814,0.07487821578979492,0.041522979736328125,0.1295929431915283,0.03772902488708496,0.1267390251159668,0.13118114471435546,0.002767655962088732,1538,0.07584810256958008,[-1],0.12954263687133788,augeas/aptprefs,0.04132199287414551
0.12821698188781738,2316,0.07592010498046875,0.04297280311584473,0.13098989725112914,0.03906583786010742,0.12891411781311035,0.1002327561378479,0.0019636253879531016,1207,0.07872796058654785,0.0776586651802063,0.07953742742538453,augeas/afs-cellalias,0.07516813278198242
0.12953782081604004,3138,0.07582306861877441,0.07479095458984375,10.603360044956208,0.08272910118103027,11.10309100151062,[-1],0.13389723405159343,3736,0.06859087944030762,[-1],9.512627255916595,augeas/anacron,0.07515597343444824
0.12848591804504395,22448,1.058312177658081,1.0953199863433838,20.456022024154663,20.298712015151978,20.453531980514526,[-1],0.2507106249708507,56889,35.58823299407959,[-1],9.375488901138306,augeas/xml-synth,1.054616928100586
0.12596702575683594,4764,0.07858705520629883,0.07423806190490723,0.1324997901916504,0.04257917404174805,0.1293931007385254,0.13270009756088258,0.0029587515425497078,2510,0.07256484031677246,[-1],0.13295395374298097,augeas/aptconf,0.07759904861450195
0.13218021392822266,3206,1.0984551906585693,1.085824966430664,1.0882668137550353,1.0974490642547607,1.098769187927246,1.0541677236557008,0.01419362911630488,2701,2.0896501541137695,0.5063177824020386,0.5073077440261841,augeas/xml-l1,1.0311448574066162
0.1332840919494629,1246,0.07845616340637207,0.07424116134643555,0.08706653118133545,0.0767979621887207,0.12988996505737305,0.13098825216293336,0.0193738364945841,668,0.0731649398803711,0.13230009078979493,0.07845793962478638,augeas/approx,0.04485011100769043
0.14555001258850098,2246,0.042034149169921875,0.05109214782714844,0.14346952438354493,0.0422520637512207,0.14273309707641602,0.14239146709442138,0.0064703898145076575,1229,0.04518604278564453,[-1],0.14215583801269532,augeas/hosts,0.04203987121582031
0.14130496978759766,2954,0.047162771224975586,0.08572602272033691,0.14569190740585328,0.04536294937133789,0.13581204414367676,0.14235838651657104,0.006715753434208106,1547,0.07943201065063477,0.09925509691238403,0.13081872463226318,augeas/backuppchosts,0.04544210433959961
0.14031195640563965,1414,0.0803840160369873,0.08349013328552246,0.11697250604629517,0.0467071533203125,0.13639307022094727,0.09346846342086793,0.023055435600695198,736,0.08527517318725586,0.08460893630981445,0.09822733402252197,augeas/chrony,0.0495610237121582
0.08637094497680664,1848,0.08643293380737305,0.043443918228149414,0.08915561437606812,0.04011106491088867,0.08888506889343262,0.088382887840271,0.015073323185665307,986,0.08191800117492676,0.08629305362701416,0.08802064657211303,augeas/alias,0.04542994499206543
0.24979496002197266,2338,0.04637908935546875,0.04256796836853027,0.2437883973121643,0.07210707664489746,0.2439718246459961,0.15987920761108398,0.019440188057401865,4429,0.043953895568847656,[-1],0.20181816816329956,augeas/auth-keys,0.043940067291259766
0.07735300064086914,316,0.04583597183227539,0.08015203475952148,0.048906242847442626,0.08333492279052734,0.08366799354553223,0.04792444705963135,0.008672025689597308,234,0.07922506332397461,[-1],[-1],flash-fill/extr-acronym,0.04131484031677246
0.0818929672241211,432,0.0735468864440918,0.07439279556274414,0.07290959358215332,0.08109498023986816,0.08088278770446777,0.07770063877105712,0.017350826301546066,722,0.07462596893310547,[-1],[-1],flash-fill/normalize-name-position,0.07691287994384766
0.07491517066955566,620,0.07262706756591797,0.07265305519104004,0.06606742143630981,0.0444798469543457,0.07494592666625977,0.06678918600082398,0.015983833862850887,434,0.07606101036071777,[-1],[-1],flash-fill/extr-num,0.0769340991973877
0.07872796058654785,268,0.04965806007385254,0.049529075622558594,0.04451131820678711,0.04824495315551758,[-1],0.04141143560409546,0.010999712056992898,207,0.08024907112121582,[-1],[-1],flash-fill/extr-odds,0.049719810485839844
0.08503913879394531,665,0.0838479995727539,0.04966902732849121,0.053235840797424314,0.04418206214904785,[-1],0.0556484580039978,0.01155574784955138,458,0.07475805282592773,[-1],[-1],flash-fill/extr-fname,0.0495450496673584
10.879504919052124,515,11.39148211479187,10.77434515953064,11.003212583065032,10.88821291923523,11.042450904846191,11.051512157917022,0.21558468945856107,959,11.528719902038574,[-1],[-1],flash-fill/normalize-spaces,10.903434991836548
0.07709884643554688,399,0.08010196685791016,0.07909703254699707,0.07797874212265014,0.07322311401367188,0.07183003425598145,0.07937123775482177,0.0028908578816521265,263,0.07696413993835449,[-1],[-1],flash-fill/extr-quant,0.07771420478820801
0.07253599166870117,900,0.08112311363220215,0.07949709892272949,0.07929223775863647,0.08047699928283691,[-1],0.07870688438415527,0.001511735296186017,707,0.0748450756072998,[-1],[-1],flash-fill/extr-fname-err,0.07378411293029785
